question_id,fex,ex,execution_time,total_tokens,tokens_per_subquery,total_subqueries,correct_subqueries,example_count,repair_attempts,repair_successes,repair_success_rate,query_planner_tokens,sparql_generator_tokens,query_repairer_tokens,subquery_scheduler_tokens,evaluation_mode,sq1_ex,sq2_ex,sq3_ex,sq3_similarity,sq4_ex
30,0,0.6666666666666666,55.952317237854004,771,257.0,3,2,2,0,0,0,102,356,0,313,mixed_evaluation_third_query_count_based,1,0,1,1.0,
31,0,0.6666666666666666,69.42642188072205,771,257.0,3,2,2,0,0,0,102,356,0,313,mixed_evaluation_third_query_count_based,1,0,1,1.0,
32,0,0.6666666666666666,65.83926010131836,764,254.66666666666666,3,2,2,0,0,0,98,354,0,312,mixed_evaluation_third_query_count_based,1,0,1,1.0,
33,0,0.6666666666666666,62.46509408950806,759,253.0,3,2,2,0,0,0,98,352,0,309,mixed_evaluation_third_query_count_based,1,0,1,1.0,
34,0,0.6666666666666666,55.19390273094177,776,258.6666666666667,3,2,2,0,0,0,102,358,0,316,mixed_evaluation_third_query_count_based,1,0,1,1.0,
35,0,0.6666666666666666,51.5111198425293,771,257.0,3,2,2,0,0,0,102,356,0,313,mixed_evaluation_third_query_count_based,1,0,1,1.0,
36,0,0.75,79.64520192146301,945,236.25,4,3,2,0,0,0,124,443,0,378,mixed_evaluation_third_query_count_based,1,0,1,1.0,1
37,0,0.6666666666666666,65.28005003929138,759,253.0,3,2,2,0,0,0,98,352,0,309,mixed_evaluation_third_query_count_based,1,0,1,1.0,
38,0,0.75,78.76159691810608,950,237.5,4,3,2,0,0,0,124,445,0,381,mixed_evaluation_third_query_count_based,1,0,1,1.0,1
39,0,0.75,95.41487503051758,945,236.25,4,3,2,0,0,0,124,443,0,378,mixed_evaluation_third_query_count_based,1,0,1,1.0,1
40,0,0.6666666666666666,55.175180196762085,771,257.0,3,2,2,0,0,0,102,356,0,313,mixed_evaluation_third_query_count_based,1,0,1,1.0,
41,0,0.6666666666666666,54.85564088821411,771,257.0,3,2,2,0,0,0,102,356,0,313,mixed_evaluation_third_query_count_based,1,0,1,1.0,
42,0,0.75,72.15110397338867,945,236.25,4,3,2,0,0,0,124,443,0,378,mixed_evaluation_third_query_count_based,1,0,1,1.0,1
43,0,0.3333333333333333,47.87147903442383,759,253.0,3,1,2,0,0,0,98,352,0,309,mixed_evaluation_third_query_count_based,1,0,0,0.5,
44,0,0.75,94.86024022102356,945,236.25,4,3,2,0,0,0,124,443,0,378,mixed_evaluation_third_query_count_based,1,0,1,1.0,1
45,0,0.75,128.16937232017517,945,236.25,4,3,2,0,0,0,124,443,0,378,mixed_evaluation_third_query_count_based,1,0,1,1.0,1
46,0,0.75,121.65057587623596,950,237.5,4,3,2,0,0,0,124,445,0,381,mixed_evaluation_third_query_count_based,1,0,1,1.0,1
47,0,0.75,86.84521508216858,945,236.25,4,3,2,0,0,0,124,443,0,378,mixed_evaluation_third_query_count_based,1,0,1,1.0,1
48,0,0.6666666666666666,72.08070683479309,759,253.0,3,2,2,0,0,0,98,352,0,309,mixed_evaluation_third_query_count_based,1,0,1,1.0,
49,0,0.6666666666666666,61.79517102241516,771,257.0,3,2,2,0,0,0,102,356,0,313,mixed_evaluation_third_query_count_based,1,0,1,1.0,
50,0,0.6666666666666666,60.45552325248718,771,257.0,3,2,2,0,0,0,102,356,0,313,mixed_evaluation_third_query_count_based,1,0,1,1.0,
51,0,0.6666666666666666,71.82579898834229,776,258.6666666666667,3,2,2,0,0,0,102,358,0,316,mixed_evaluation_third_query_count_based,1,0,1,1.0,
52,0,0.6666666666666666,65.84985399246216,764,254.66666666666666,3,2,2,0,0,0,98,354,0,312,mixed_evaluation_third_query_count_based,1,0,1,1.0,
53,0,0.75,79.45909595489502,950,237.5,4,3,2,0,0,0,124,445,0,381,mixed_evaluation_third_query_count_based,1,0,1,1.0,1
54,0,0.6666666666666666,76.19314289093018,759,253.0,3,2,2,0,0,0,98,352,0,309,mixed_evaluation_third_query_count_based,1,0,1,1.0,
55,0,0.6666666666666666,67.16243982315063,771,257.0,3,2,2,0,0,0,102,356,0,313,mixed_evaluation_third_query_count_based,1,0,1,1.0,
56,0,0.75,90.70056414604187,926,231.5,4,3,2,0,0,0,116,437,0,373,mixed_evaluation_third_query_count_based,1,0,1,1.0,1
57,0,0.6666666666666666,62.07410931587219,776,258.6666666666667,3,2,2,0,0,0,102,358,0,316,mixed_evaluation_third_query_count_based,1,0,1,1.0,
58,0,0.6666666666666666,59.79857683181763,759,253.0,3,2,2,0,0,0,98,352,0,309,mixed_evaluation_third_query_count_based,1,0,1,1.0,
59,0,0.6666666666666666,62.829580783843994,764,254.66666666666666,3,2,2,0,0,0,98,354,0,312,mixed_evaluation_third_query_count_based,1,0,1,1.0,
60,0,0.6666666666666666,58.934959173202515,759,253.0,3,2,2,0,0,0,98,352,0,309,mixed_evaluation_third_query_count_based,1,0,1,1.0,
61,0,0.75,107.0095489025116,945,236.25,4,3,2,0,0,0,124,443,0,378,mixed_evaluation_third_query_count_based,1,0,1,1.0,1
62,0,0.6666666666666666,95.20693778991699,771,257.0,3,2,2,0,0,0,102,356,0,313,mixed_evaluation_third_query_count_based,1,0,1,1.0,
63,1,1.0,56.42756509780884,672,224.0,3,3,2,0,0,0,92,309,0,271,mixed_evaluation_third_query_count_based,1,1,1,1.0,
64,1,1.0,80.43789291381836,870,217.5,4,4,2,0,0,0,110,409,0,351,mixed_evaluation_third_query_count_based,1,1,1,1.0,1
65,1,1.0,54.536542892456055,672,224.0,3,3,2,0,0,0,92,309,0,271,mixed_evaluation_third_query_count_based,1,1,1,1.0,
66,1,1.0,62.98501992225647,672,224.0,3,3,2,0,0,0,92,309,0,271,mixed_evaluation_third_query_count_based,1,1,1,1.0,
67,1,1.0,57.66511511802673,672,224.0,3,3,2,0,0,0,92,309,0,271,mixed_evaluation_third_query_count_based,1,1,1,1.0,
68,1,1.0,58.6780149936676,672,224.0,3,3,2,0,0,0,92,309,0,271,mixed_evaluation_third_query_count_based,1,1,1,1.0,
69,0,0.3333333333333333,73.72935080528259,682,227.33333333333334,3,1,2,0,0,0,88,317,0,277,mixed_evaluation_third_query_count_based,1,0,0,0.0,
70,0,0.3333333333333333,101.97688221931458,683,227.66666666666666,3,1,2,0,0,0,88,317,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
71,0,0.3333333333333333,56.750892877578735,683,227.66666666666666,3,1,2,0,0,0,88,317,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
72,0,0.3333333333333333,59.484830141067505,683,227.66666666666666,3,1,2,0,0,0,88,317,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
73,0,0.3333333333333333,78.42945599555969,683,227.66666666666666,3,1,2,0,0,0,88,317,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
74,0,0.3333333333333333,58.07971811294556,683,227.66666666666666,3,1,2,0,0,0,88,317,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
75,0,0.3333333333333333,55.089684009552,683,227.66666666666666,3,1,2,0,0,0,88,317,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
76,0,0.3333333333333333,95.84103989601135,683,227.66666666666666,3,1,2,0,0,0,88,317,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
77,0,0.3333333333333333,67.58424401283264,683,227.66666666666666,3,1,2,0,0,0,88,317,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
78,0,0.3333333333333333,60.82727408409119,683,227.66666666666666,3,1,2,0,0,0,88,317,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
79,0,0.3333333333333333,80.79375410079956,683,227.66666666666666,3,1,2,0,0,0,88,317,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
80,0,0.3333333333333333,68.30200386047363,683,227.66666666666666,3,1,2,0,0,0,88,317,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
81,0,0.3333333333333333,78.94630408287048,683,227.66666666666666,3,1,2,0,0,0,88,317,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
82,0,0.3333333333333333,70.03892993927002,683,227.66666666666666,3,1,2,0,0,0,88,317,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
83,0,0.3333333333333333,68.20255589485168,683,227.66666666666666,3,1,2,0,0,0,88,317,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
84,0,0.3333333333333333,85.14396500587463,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
85,0,0.0,56.07990908622742,681,227.0,3,0,2,0,0,0,87,317,0,277,mixed_evaluation_third_query_count_based,0,0,0,0.0,
86,0,0.3333333333333333,74.02531218528748,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
87,0,0.3333333333333333,77.01441502571106,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
88,0,0.3333333333333333,61.134868144989014,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
89,0,0.3333333333333333,58.3656587600708,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
90,0,0.3333333333333333,99.8408191204071,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
91,0,0.3333333333333333,57.960166931152344,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
92,0,0.3333333333333333,65.93091011047363,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
93,0,0.3333333333333333,92.04296803474426,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
94,0,0.3333333333333333,63.72572588920593,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
95,0,0.3333333333333333,60.40797019004822,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
96,0,0.3333333333333333,69.53080081939697,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
97,0,0.3333333333333333,81.40862894058228,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
98,0,0.3333333333333333,89.94109892845154,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
99,0,0.3333333333333333,59.25631880760193,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
100,0,0.3333333333333333,85.41305088996887,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
101,0,0.3333333333333333,82.89249897003174,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
102,0,0.3333333333333333,76.64647006988525,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
103,0,0.3333333333333333,80.58578610420227,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
104,0,0.3333333333333333,66.24643921852112,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
105,0,0.3333333333333333,73.43258905410767,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
106,0,0.3333333333333333,69.92987084388733,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
107,0,0.0,62.19940400123596,687,229.0,3,0,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,0,0,0,0.0,
108,0,0.3333333333333333,94.26483988761902,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
109,0,0.3333333333333333,81.08520913124084,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
110,0,0.3333333333333333,69.65528988838196,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
111,0,0.3333333333333333,56.06184983253479,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
112,0,0.3333333333333333,97.40655207633972,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
113,0,0.3333333333333333,69.20273089408875,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
114,0,0.3333333333333333,63.75524306297302,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
115,0,0.3333333333333333,84.57187104225159,687,229.0,3,1,2,0,0,0,89,320,0,278,mixed_evaluation_third_query_count_based,1,0,0,0.0,
116,0,0.25,95.16392493247986,1010,252.5,4,1,2,0,0,0,122,479,0,409,mixed_evaluation_third_query_count_based,0,0,0,0.4864864864864865,1
117,0,0.6666666666666666,67.78730773925781,757,252.33333333333334,3,2,2,0,0,0,93,354,0,310,mixed_evaluation_third_query_count_based,1,0,1,1.0,
118,0,0.6666666666666666,89.25104093551636,754,251.33333333333334,3,2,2,0,0,0,92,353,0,309,mixed_evaluation_third_query_count_based,1,0,1,1.0,
119,0,0.3333333333333333,83.38555383682251,785,261.6666666666667,3,1,2,0,0,0,93,368,0,324,mixed_evaluation_third_query_count_based,1,0,0,0.0,
120,0,0.6666666666666666,87.1095700263977,784,261.3333333333333,3,2,2,0,0,0,92,368,0,324,mixed_evaluation_third_query_count_based,1,0,1,1.0,
121,0,0.6666666666666666,105.81810784339905,755,251.66666666666666,3,2,2,0,0,0,92,354,0,309,mixed_evaluation_third_query_count_based,1,0,1,0.9727272727272728,
122,0,0.6666666666666666,109.84112787246704,757,252.33333333333334,3,2,2,0,0,0,93,354,0,310,mixed_evaluation_third_query_count_based,1,0,1,1.0,
123,0,0.6666666666666666,99.22252488136292,755,251.66666666666666,3,2,2,0,0,0,92,354,0,309,mixed_evaluation_third_query_count_based,1,0,1,1.0,
