question_id,fex,ex,execution_time,total_tokens,tokens_per_subquery,total_subqueries,correct_subqueries,example_count,repair_attempts,repair_successes,repair_success_rate,query_planner_tokens,sparql_generator_tokens,query_repairer_tokens,subquery_scheduler_tokens,evaluation_mode,sq1_ex,sq2_ex,sq3_ex,sq3_similarity
31,0,0.0,26.206316232681274,457,228.5,2,0,5,0,0,0,61,207,0,189,mixed_evaluation_third_query_count_based,0,0,,
32,0,0.0,43.18726301193237,1300,650.0,2,0,5,2,0,0.0,65,226,805,204,mixed_evaluation_third_query_count_based,0,0,,
33,0,0.0,28.587505102157593,466,233.0,2,0,5,0,0,0,63,211,0,192,mixed_evaluation_third_query_count_based,0,0,,
34,0,0.0,29.416255235671997,457,228.5,2,0,5,0,0,0,61,207,0,189,mixed_evaluation_third_query_count_based,0,0,,
35,0,0.0,26.583100080490112,464,232.0,2,0,5,0,0,0,63,210,0,191,mixed_evaluation_third_query_count_based,0,0,,
36,0,0.0,28.876312017440796,464,232.0,2,0,5,0,0,0,63,210,0,191,mixed_evaluation_third_query_count_based,0,0,,
37,0,0.0,44.13287591934204,872,436.0,2,0,5,1,1,1.0,59,201,425,187,mixed_evaluation_third_query_count_based,0,0,,
38,0,0.0,38.50307297706604,483,241.5,2,0,5,0,0,0,62,220,0,201,mixed_evaluation_third_query_count_based,0,0,,
39,0,0.3333333333333333,56.15228891372681,1528,509.3333333333333,3,1,5,2,0,0.0,82,342,806,298,mixed_evaluation_third_query_count_based,0,0,1,
40,0,0.3333333333333333,39.39816379547119,692,230.66666666666666,3,1,5,0,0,0,82,324,0,286,mixed_evaluation_third_query_count_based,0,0,1,
41,0,0.3333333333333333,50.781686782836914,1134,378.0,3,1,5,1,1,1.0,80,339,416,299,mixed_evaluation_third_query_count_based,0,0,1,
42,0,0.5,45.16477584838867,1508,754.0,2,1,5,2,1,0.5,62,257,954,235,mixed_evaluation_third_query_count_based,0,1,,
43,0,0.3333333333333333,46.67238688468933,1129,376.3333333333333,3,1,5,1,1,1.0,82,341,406,300,mixed_evaluation_third_query_count_based,0,0,1,
44,0,0.5,44.6308491230011,1456,728.0,2,1,5,2,0,0.0,66,247,918,225,mixed_evaluation_third_query_count_based,0,1,,
45,0,0.3333333333333333,52.61263179779053,1485,495.0,3,1,5,2,0,0.0,80,334,774,297,mixed_evaluation_third_query_count_based,0,0,1,
46,0,0.3333333333333333,40.8475399017334,823,274.3333333333333,3,1,5,0,0,0,113,380,0,330,mixed_evaluation_third_query_count_based,0,0,1,
47,0,0.3333333333333333,43.41537094116211,894,298.0,3,1,5,0,0,0,113,415,0,366,mixed_evaluation_third_query_count_based,0,0,1,
48,0,0.3333333333333333,43.82786417007446,875,291.6666666666667,3,1,5,0,0,0,113,406,0,356,mixed_evaluation_third_query_count_based,0,0,1,
49,0,0.3333333333333333,41.04044198989868,823,274.3333333333333,3,1,5,0,0,0,113,380,0,330,mixed_evaluation_third_query_count_based,0,0,1,
50,0,0.3333333333333333,44.541728019714355,827,275.6666666666667,3,1,5,0,0,0,113,383,0,331,mixed_evaluation_third_query_count_based,0,0,1,
52,0,0.3333333333333333,59.17682218551636,842,280.6666666666667,3,1,5,0,0,0,113,390,0,339,mixed_evaluation_third_query_count_based,0,0,1,
53,0,0.3333333333333333,38.90857481956482,811,270.3333333333333,3,1,5,0,0,0,114,375,0,322,mixed_evaluation_third_query_count_based,0,0,1,
54,1,1.0,24.476863145828247,443,221.5,2,2,5,0,0,0,56,203,0,184,mixed_evaluation_third_query_count_based,1,1,,
55,1,1.0,25.796236038208008,445,222.5,2,2,5,0,0,0,56,205,0,184,mixed_evaluation_third_query_count_based,1,1,,
56,1,1.0,42.605788230895996,445,222.5,2,2,5,0,0,0,56,205,0,184,mixed_evaluation_third_query_count_based,1,1,,
57,1,1.0,31.75770592689514,445,222.5,2,2,5,0,0,0,56,205,0,184,mixed_evaluation_third_query_count_based,1,1,,
58,1,1.0,38.95863604545593,445,222.5,2,2,5,0,0,0,56,205,0,184,mixed_evaluation_third_query_count_based,1,1,,
59,1,1.0,35.36000204086304,445,222.5,2,2,5,0,0,0,56,205,0,184,mixed_evaluation_third_query_count_based,1,1,,
60,1,1.0,33.22504806518555,445,222.5,2,2,5,0,0,0,56,205,0,184,mixed_evaluation_third_query_count_based,1,1,,
